name,description,ingredients,etapes,source
Mini Vegan Pumpkin-Glazed Doughnuts,,"Ingredients  Flaky sea salt (such as Maldon), for garnish  1/2 teaspoon pumpkin pie spice  1/4 cup pumpkin puree  3/4 teaspoon Himalayan pink sea salt  1 1/2 teaspoons pure vanilla extract  3/4 cup coconut cream (top thick layer from can of full-fat coconut milk), refrigerated  1 cup coconut sugar  1-2 tablespoons coconut or vegetable oil (if needed, for dough)  2 teaspoons baking powder  1 cup cocoa powder (Guittard Cocoa Rouge)  1/2 cup coconut sugar  1 tablespoon pure vanilla extract  1 cup unsweetened soy milk (or almond milk)  15 ounce can red kidney beans","Step by stepFirst, rinse and drain the kidney beans and place them in your KitchenAid® Diamond Blender. Add the soy milk, coconut sugar and cocoa powder and blend together on the Mix (3) setting.Then, transfer the mixture to the largest mixing bowl part of the KitchenAid® 3pc Ceramic Mixing Bowl Set and stir in the flour, baking powder and vanilla until the dough comes together smoothly and thoroughly mixed. If it seems a little dry, add a little more soy milk or a tablespoon or two of coconut or vegetable oil.Spoon a couple of tablespoons of dough into your KitchenAid® Mini Doughnut Pans (fill to the top and smooth). This recipe makes approximately 16-18 doughnuts, so you’ll need at least 2 Mini Doughnut Pans or make them in 3 batches.Preheat your KitchenAid® Convection Countertop Oven on 350° F. Bake the doughnuts in your preheated Countertop Oven for 10 minutes. Let them cool for a couple of minutes in the Mini Doughnut Pan, then remove and place them on a cooling rack while you make the Salted Caramel Pumpkin Spice Glaze.To make the doughnut glaze, simply place all your ingredients (coconut sugar, coconut cream, vanilla extract, Himalayan pink sea salt, pumpkin puree and pumpkin spice) in a saucepan from a KitchenAid® 7-Ply Stainless Steel 10-Piece Set over medium-high heat.Bring to a rolling boil, and continuously whisk for about 10 minutes until the glaze starts to thicken, caramelize, and turn a dark brown color (be careful to constantly watch and stir, and not let the caramel burn – reducing heat to medium-low if needed). Let the glaze cool to the side for a few minutes after it’s done to allow it to thicken a little more.Spoon the glaze over the doughnuts on a baking sheet covered in foil or parchment paper and garnish with flaky sea salt. You can also top the doughnuts with some crushed nuts if you’d like (hazelnuts or pecans would be amazing!).Note: The glaze can be made ahead of time and will keep in the refrigerator for up to 1 week. It can also be reheated in the microwave. Or let it come to room temperature before glazing the mini doughnuts.",kitchenaid
Whole Wheat Cacio e Pepe,Whole Wheat Cacio e Pepe,Ingredients  1/4 cup grated Pecorino Romano cheese (finely grated)  2 to 3 teaspoons whole peppercorns  3/4 cup warm water (120° to 130°)  2/3 cup whole wheat flour  2 cups semolina flour,"Step by stepIn a KitchenAid Stand Mixer using Flat Beater Accessory, mix flours and water on low until dough is crumbly but can be shaped into a ball. Remove to a lightly floured surface. Cover and let rest at least 10 minutes.Divide dough into 8 pieces; roll each into a ball. Fasten Pasta Press Accessory to KitchenAid Stand Mixer using the Macaroni Disc. Pass dough through press, cutting into 1-inch lengths as pasta is extruded, allowing pasta to fall onto a baking sheet lightly dusted with flour. Let pasta dry for 30 minutes.In a large skillet over medium heat, cook and stir peppercorns until fragrant, 2-3 minutes. Remove from heat and grind with a pepper mill or mortar and pestle.Cook pasta in boiling salted water until al dente, 2-3 minutes, reserving 1/2 cup cooking water. In a small bowl mix cheese and ground pepper. Gradually whisk in reserved cooking water.In a large skillet over medium heat, add cheese mixture; add pasta. Cook and stir until heated through. Serve with additional grated cheese and pepper.",kitchenaid
Herbed Garlic Butter,Herbed Garlic Butter,"Ingredients  1/2 teaspoon fresh ground black pepper  1 large basil leaf, chopped  2 teaspoons fresh thyme leaves  3 chives, finely chopped  1 garlic clove, minced  1 stick salted butter, at room temperature  2 slices baguette","Step by stepSet KitchenAid® Pro Line® 2-Slice Automatic Toaster to setting 4 and place baguette slices in to toast.Place butter through pepper in a small bowl and mix well with a fork.Remove bread from toaster and spread 2 teaspoons of butter on each piece. Serve immediately. Store unused butter wrapped tightly in refrigerator.Tip: Use extra butter in mashed potatoes, or to make a finishing sauce for grilled chicken or steak.",kitchenaid
Chia Seed Pudding,Chia Seed Pudding,Ingredients  1 Whole Coconut (Fresh Meat)  1 Pinch Cardamom  1 Pinch Cinnamon  1/4 cups Maple Syrup  1 Generous Dash Of Vanilla Extract  1/2 cups Chia Seeds (Rinsed & Drained)  2 cups Organic Coconut Milk,"Step by stepUsing your KitchenAid® Mini Mixer fitted with the Food Grinder Attachment, grind the meat of one whole fresh coconut. Once all of the coconut meat has been ground, place all ingredients into a mixing bowl adding the chia seeds and fresh grated coconut last. Combine all ingredients until evenly incorporated. Pour mixture into four glasses and chill for several hours or overnight. To serve, top with fresh berries, seasonal fruit, dried fruits and nuts, or simply enjoy on it's own.",kitchenaid
White Chocolate Sweet Potato Blondies,White Chocolate Sweet Potato Blondies,"Ingredients  1/2 cup chopped toasted pecans or walnuts (optional)  1 cup white chocolate chips  2 teaspoons vanilla  1 egg  1/4 cup vegetable oil  4 tablespoons unsalted butter, melted  3/4 cup packed light brown sugar  1/4 teaspoon salt  1/2 teaspoon baking soda  1 teaspoon baking powder  3/4 cup whole wheat flour  1 cup all-purpose flour  2 large sweet potatoes (about 1 1/2 pounds), peeled and cut into 1 inch cubes","Step by stepPlace the cubed sweet potatoes in a large saucepan; cover the potatoes with cold water by 1 inch. Bring to a simmer over medium heat. Cook 15 minutes until the potatoes are fork-tender. Drain and cool completely.Return the potatoes to the saucepan or transfer to a large bowl. Use the KitchenAid® Pro Line® Series 5-Speed Cordless Hand Blender to blend the potatoes until smooth. Set aside.Heat the oven to 350°F. Line a 13″ x 9″ baking pan with parchment paper. Spray the bottom and sides of the pan with cooking spray.In a large bowl, whisk the flour, baking powder, baking soda, and salt until combined. In a separate medium bowl, whisk the sugar, butter and oil until combined. Measure out 1 1/2 cups of the sweet potato puree and stir into the wet ingredients until smooth. Stir in the egg and vanilla.Stir the wet ingredients into the dry ingredients until just combined. Stir in the white chocolate chips and the chopped nuts, if desired. Spread the batter evenly in the prepared baking pan.Bake 20 to 25 minutes until a toothpick inserted in the center comes out clean. Cool the bars completely in the pan on a cooling rack. Use the parchment paper to carefully remove the bars from the pan before cutting into squares.Store in a sealed airtight container in the refrigerator or freezer.",kitchenaid
Chocolate Chip Cookie,Uses KitchenAid® Stand Mixer.,"Ingredients  2 cups bittersweet or semi-sweet chocolate chips  1 teaspoon baking soda  1 teaspoon sea salt  1/2 cups rolled oats  2 1/2 cups unbleached all-purpose flour  2 teaspoons vanilla extract  2 large eggs, cold  3/4 cup granulated sugar  1 cup packed light brown sugar  1 cup cold, unsalted butter, cubed","Step by stepPreheat oven to 375°F. Line baking pans with parchment paper.Attach flat beater to KitchenAid® Artisan® Stand Mixer. Add cubed butter and both sugars to mixer bowl, turn mixer to Stir speed for 1 minute, gradually increasing to speed 4 for 1 to 2 minutes longer. Do not over mix, cookie dough should remain cold. Scrape down sides of bowl, add eggs and vanilla and mix on speed 4 until combined, about 1 minute. In separate bowl, combine flour, oats, salt and baking soda. Add flour mixture to stand mixer bowl and mix on Stir speed until all flour is incorporated.  Add chocolate chips and mix on Stir speed until chips are mixed in.Drop about 2 rounded tablespoons of dough per cookie on prepared baking sheets, spacing about 2 inches apart. Bake until bottoms are golden brown, about 10-12 minutes, rotating pans halfway through baking time. Remove from oven and let rest 3 to 5 minutes before transferring to wire rack to cool. Let baking sheets cool completely before baking the remaining dough.makes about 40 cookies",kitchenaid
Gluten-­Free Almond Oat Pear Cake with Almond Chantilly,Gluten-­Free Almond Oat Pear Cake with Almond Chantilly,"Ingredients  1/8 teaspoon Rodelle Almond Extract (more or less, to taste)  1/2 teaspoon Rodelle Organic Vanilla Extract  1 tablespoon sugar  1 cup cold, heavy whipping cream  Sliced almonds, for the top  1⁄2 teaspoon fine sea salt  1 teaspoon baking powder  3/4 cup (85 g) freshly ground oat flour (sifted if clumpy)  2 1/4 cups (210 g) blanched almond flour  Finely grated zest of 1 large lemon  1/2 teaspoon Rodelle Almond Extract  1/2 teaspoon Rodelle Organic Vanilla Extract  5 large eggs, separated  3/4 cup (165 g) organic granulated cane sugar, plus a little for sprinkling  8 tablespoons (115 g) unsalted butter, room temperature, plus 1 teaspoon for buttering the pan  3 medium-sized firm-ripe pears (such as Bartlett or Bosc; 340 g)  3 allspice berries  1 Rodelle Whole Cinnamon Stick, broken in half  1 Rodelle Vanilla Bean, split lengthwise and scraped  1/2 cup (100 g) organic granulated cane sugar  1 cup dry white wine  2 cups water, plus more as needed","Step by stepBegin by preparing to poach the pears. In the 8.0-Quart Stockpot from your KitchenAid® Tri-Ply Copper 10-Piece Set, combine the water, white wine, sugar, vanilla bean pod and scrapings, cinnamon stick, and allspice berries. On the cooktop of your KitchenAid® Gas Convection Slide-In Range, simmer over high heat, stirring to dissolve the sugar.Meanwhile, peel the pears. Using the Paring Knife from your KitchenAid® 11pc Professional Series Cutlery Set, slice them in half lengthwise, and use a melon baller to remove the cores.Add the prepared pears to the simmering water with a slotted spoon. Return the liquid to a simmer, then cover the 8.0-Quart Stockpot and cook gently until the pears are tender but still holding a shape, 5-10 minutes depending on the ripeness of the pears. Remove the pears to a plate and let cool (The pears can be made up to 3 days ahead of time and refrigerated airtight in the cooled poaching liquid).Next, begin to prepare the cake. Preheat your KitchenAid® Gas Convection Slide-In Range to 350°F. Butter the bottom and sides of a KitchenAid® Springform Pan.Prepare the freshly ground oat flour by feeding the oats through the KitchenAid® Grain Mill attached to the power hub of your Stand Mixer. In a medium bowl from your KitchenAid® Ceramic Mixing Bowl Set, whisk together the almond flour, freshly ground oat flour, baking powder, and salt.Using the KitchenAid® Embossed Ceramic Bowl with your Stand Mixer fitted with the flat beater, beat the butter, sugar, and lemon zest until light and fluffy, about 5 minutes, scraping the sides as necessary. Add the egg yolks, and beat until just combined. With the Stand Mixer on low, slowly add the dry ingredients to the egg yolk mixture in the Stand Mixer, beating until evenly combined. In a clean Stand Mixer bowl, beat the egg whites until soft peaks form. Use a flexible silicone spatula to stir one-third of the whipped egg whites into the batter. Gently fold the remaining whipped egg whites into the batter until just combined.Scrape the batter into the prepared Springform Pan and spread evenly. Slice the pears crosswise 1/4″ thick and, keeping the slices together, place on top of the cake with the wide ends facing out, fanning the slices slightly. Sprinkle with the sliced almonds and sugar.Place the Springform Pan on a Baking Sheet from your KitchenAid® Bakeware Set, and bake until golden on top and a toothpick comes out with moist crumbs, about 45-55 minutes. Let cool completely, about 1 hour, then release the sides of the Springform Pan, and cut the cake into wedges.Finally, to make the Chantilly, whisk together the cream, sugar, vanilla and almond extracts in your Stand Mixer fitted with the whisk attachment, until soft peaks form. Chill until needed and serve with wedges of cake.",kitchenaid
Breakfast Scones,Breakfast Scones,"Ingredients  Sparkling crystal sugar for topping  Egg Wash: 1 egg beaten with 2 Tbsp. milk  Egg Wash: 1 egg beaten with 2 Tbsp. milk  ¾ cup buttermilk  ¾ cup (12 Tbsp.) cold unsalted butter, cut into pieces  ¼ tsp. salt  ¼ tsp. baking soda  1 tsp. baking powder  ¼ cup granulated sugar  2¼ cups all-purpose flour","Step by stepPlace the Smart Oven+ Baking Stone Attachment in oven. Select STONE BAKE mode and preheat to 400°F.In a small bowl, beat egg with milk to make an egg wash; set aside. Place the flour, sugar, baking powder, baking soda and salt in a food processor and pulse to combine. Add the cut up butter and pulse until the mixture is crumbly. Transfer flour mixture from food processor to a large bowl.Add buttermilk to the flour mixture, stir with a wooden spoon to combine; dough will begin to stick together. Add another 1-2 tablespoons buttermilk if dough is too dry, but don’t get it too wet.Turn the dough onto a lightly floured surface and pat it into a 6-inch round about 1½-inches thick. Cut the round into six wedges. You can also use a round biscuit cutter to make the scones smaller. Place the cut-out dough onto a parchment-paper-lined baking sheet, spacing evenly. Brush the top of the scones with egg wash and sprinkle with sparkling crystal sugar.Transfer the parchment paper with scones to the preheated Baking Stone, and bake for 20 minutes until scones are light golden in color and firm to the touch.Remove scones from oven by transferring them on the parchment paper back to the baking sheet.  Cool for 15 minutes before serving.TIP: The flour mixture is your basis for the scones and can be kept in a sealed bag in the refrigerator for up to one month. You can double the recipe to keep more dough on hand if you prefer. 2 scones = 1 cup of flour mixture to ¼-cup of buttermilk. You can also purchase a powdered cultured buttermilk - it lasts long and is kept in refrigerator after opening.",kitchenaid
Hibiscus Sangria Mocktail,"Uses 2023 KitchenAid® Color of the Year Hibiscus Artisan® Series 5 Quart Tilt-Head Stand Mixer, Shave Ice Attachment.","Ingredients  green apple (slices)  lemon slices  1/8 cup hibiscus flowers (dried, 7 g)  3 cups white grape juice (24 oz., 709 mL)  2 cans Italian sparkling orange drink (like Sanpelligrino)  2 cups unsweetened cranberry juice  (or sugar-free, 16 oz., 473 mL)  6 green grapes (sliced in half)  12 mandarin orange segments (jarred)  12 blackberries","Step by stepFill each freeze mold with 3 blackberries, 3 orange segments, and 3 grape halves. Pour the cranberry juice up to the fill line and freeze for 8 hours.In a pitcher, add the white grape juice and dried hibiscus flower. Cover with plastic wrap and let cold brew in your refrigerator for at least 4 hours.When ready for assembling, remove the cold brew hibiscus grape juice and strain.Insert the fine blade to the detachable ice cup and lock the housing of the Shave Ice attachment to your Stand Mixer using the direction booklet.Remove your molds from the freezer and pop out the cranberry ice puck. Add the ice puck to the shave ice cup with the X grooves facing up. Drop down the ice cup pusher.Turn on your machine to the highest speed and shave the cranberry ice into a large glass tumbler.Pour 3/4 cup (6 oz., 177 ml) hibiscus grape juice over the ice. Top off with Italian sparkling orange soda.Garnish with apple and lemon slices.Tips: Do not use sweetened cranberry juice or juice with sugar added. It will not freeze well enough.The combination of white grape juice and acidic cranberry juice replace Spanish wine in this refreshing mocktail sangria. There are also alcohol- free wines available. Please use whatever you prefer.This slushy is best enjoyed with a straw.",kitchenaid
Ginger Stout Bundt Cake with Tahini Honey Glaze,"Bundt cakes, always a favorite, feel regal on a cake stand, grandly tall with beautifully arched sides. We have taken a classic and given it a twist by adding Guinness stout, blackstrap molasses, fresh ginger root, and a bountiful amount of warm spices. The cake bakes up with a deep rich flavor, and a moist close-grained crumb. We dress up the cake even more by adding a fabulous glaze–an unexpected and flavor-perfect combination of confectioners’ sugar, tahini, honey, and cream. Toasted sesame seeds on top are the hint at the inclusion of tahini, which, we suspect, few will guess correctly, but all will enjoy.

Uses KitchenAid® Stand Mixer and Sifter + Scale Attachment.","Ingredients  1 tablespoon Toasted Sesame Seeds (see Note)  1 tablespoon Honey  6 tablespoons Tahini  6 tablespoons Heavy Whipping Cream  1/4 teaspoon Fine Sea Salt  1 1/2 cups Confectioners’ Sugar  1/4 teaspoon Nutmeg, freshly ground  1/4 teaspoon Ground Cardamom  1/2 teaspoon Fine Sea Salt  1 teaspoon Cinnamon  1 1/2 teaspoons Baking Powder  2 tablespoons Ground Ginger  1 3/4 cups + 1 tablespoon All-Purpose Flour  1/2 cup Granulated Sugar  1/2 cup Dark Brown Sugar  1 teaspoon Pure Vanilla Extract  3/4 cup Canola Oil  3 Large Eggs, at room temperature  1 rounded tablespoon Fresh Ginger Root, peeled and grated  1/2 teaspoon Baking Soda  1 cup Unsulphured Blackstrap Molasses  1 cup Guinness Stout  Coconut Oil Baking Spray","Step by stepPosition an oven rack in the center of the oven and preheat the oven to 350ºF/180ºC/gas 4. Generously spray a 9.5-inch/24-cm Bundt pan with baking spray. Set aside.In a medium saucepan, bring the stout and molasses to a boil over medium-high heat, whisking occasionally. Remove from the heat and whisk in the baking soda. (The soda will make the mixture foam up a bit.) Whisk in the grated ginger and set aside to cool.Place the eggs, canola oil, and vanilla in the bowl of your KitchenAid® Stand Mixer fitted with the wire whip. On low speed, beat the egg mixture until well combined, about 1 minute.Attach the KitchenAid® Sifter + Scale Attachment to your mixer. Place the scale lid on top. Weigh the brown sugar and add it to the mixing bowl. (Do not feed the brown sugar through the ingredient hopper.) Make sure the ingredient valve is closed. Remove the scale lid and weigh the granulated sugar in the ingredient hopper. On low speed, open the ingredient valve, and sift the sugar into the mixer bowl. Beat until well combined, about 30 seconds. With the mixer running, pour the molasses mixture, in a slow steady stream, into the mixer bowl. Beat until well incorporated, about 1 minute. Turn the mixer off.Close the ingredient valve and weigh the flour, baking powder, spices, and salt, in the ingredient hopper, taring the scale between ingredients. With the mixer on low speed, open the ingredient valve, and sift in the flour mixture. Be careful not to over mix the batter.  Remove the mixer bowl, and use a rubber spatula to blend in any flour remaining on the sides of the bowl.Pour batter into the prepared pan. Bake the cake until a toothpick inserted near the center comes out clean, 35 to 45 minutes. For even baking, at the midpoint, rotate the pan from front to back. Let the cake cool in the pan on a wire rack for 20 minutes. Then invert the over the top of the pan, and invert the pan and rack together. Lift off the pan and let the cake cool to room temperature on the rack.To make the tahini glaze, attach the Sifter + Scale Attachment to your mixer, and close the ingredient valve. Weigh the confectioners’ sugar and salt in the ingredient hopper. With the mixer on low, sift the sugar into the mixing bowl. Turn off the mixer.In a small saucepan, warm the cream, tahini, and honey over low heat until warm. Add the cream mixture to the sugar in the bowl, and mix on low speed until smooth, about 1 minute.With the cake set on a wire rack, place a plate or rimmed baking sheet underneath to catch the excess glaze. Drizzle the glaze evenly and slowly over top, using a large spoon to coat the top of the cake, allowing the excess to run down and coat the sides. (The tahini glaze is thick, so pouring slowly coats the cake evenly without missing spots.) Sprinkle with the toasted sesame seeds. Let the glaze set before transferring the cake to a cake plate. The finished cake will keep, covered, at cool room temperature for 2 days.Note: To toast sesame seeds, bake on a parchment-lined baking sheet at 350ºF for 8 to 10 minutes. Alternatively, place the sesame seeds in a dry skillet over medium heat and toast until lightly browned, stirring occasionally, for 3 to 5 minutes.",kitchenaid
Mini Lemon Cake,Mini Lemon Cake,"Ingredients  Thin slices of lemon, for garnish.  3 cups powdered sugar  1/4 cup unsalted butter, softened  8 ounces cream cheese  1/2 cup lemon curd  Juice of one lemon  Zest of one lemon  2/3 cup buttermilk  2 large eggs  1/2 cup unsalted butter, softened  1/2 teaspoon kosher salt  1/2 teaspoon baking soda  1 teaspoon baking powder  1/2 cup granulated sugar  1/2 cup all-purpose flour  1 cup cake flour","Step by stepPreheat the oven to 350° F.Mist two 6″ diameter cake pans with non-stick spray, and line the bottoms with circles cut from parchment paper.Place the cake flour, all-purpose flour, granulated sugar, baking powder, baking soda, and salt in the bowl of the KitchenAid® Artisan® Mini Stand Mixer and mix to combine.Add the softened butter, mixing on medium-low speed (using the flat beater) for about two minutes or until the mixture resembles damp sand.Stir in the eggs on medium speed, stopping to scrape the bottom and sides of the bowl with a silicone spatula after each addition.Add the buttermilk, lemon zest, and lemon juice. Mix on medium-high speed for a minute to a minute and a half.Divide the batter equally between the two prepared pans and bake for 20 to 25 minutes or until a toothpick inserted in the center of the cake comes out clean or with a few moist crumbs.Cool completely then place one layer upside-down on a serving plate.Top with lemon curd, spreading the filling out evenly over the surface and leaving a 1/2″ margin around the perimeter.   Top with the remaining cake layer.Place the cream cheese and butter in the bowl of the Mini Stand Mixer and beat on medium speed with the flat beater until smooth.Stir in the powdered sugar on medium-low speed, one cup at a time. When all the sugar has been added, turn the Mini Stand Mixer up to medium-high and beat until fluffy and spreadable.Frost the cake with the cream cheese frosting and garnish with lemon slices.",kitchenaid
Blueberry Lattice Pie,Uses KitchenAid® Stand Mixer and Pastry Beater.,"Ingredients  egg wash  1 tablespoon butter (14 g, for filling)  2 tablespoons orange zest (12 g)  1/4 cup cornstarch (32 g)  1/2 cup sugar (100 g)  6 cups fresh blueberries (1140 g, washed and dried)  1/2 cup ice water (118 mL)  1 cup unsalted butter (225 g, cold, cut in cubes, for dough)  1 teaspoon sea salt (6 g)  3 tablespoons sugar (36 g, for dough)  3 cups all-purpose flour (360 g)","Step by stepSPECIAL EQUIPMENT: KitchenAid® Artisan Stand Mixer with pastry beater attachment; pie plate; pastry brushFit the KitchenAid® Artisan Stand Mixer with the pastry beater. Add the flour, sugar and salt into the work bowl and turn the mixer to stir for 10 seconds. While the mixer stirs, add in the cold butter, then increase to speed 2 for one minute. Turn back to stir and then slowly drizzle in ice water in four additions, counting to two for each pour. After the last addition of water, immediately turn off the mixer. Remove the work bowl from the mixer and use your hands to gather the dough into two smooth discs. Wrap the discs in plastic wrap and chill/rest the dough for at least an hour in the refrigerator.When dough is ready, set the oven rack to the bottom third and preheat the oven to 400°F/204°C. Wash and dry the blueberries and place them in a large bowl. In a separate bowl, mix together the cornstarch, sugar, grated orange zest, and salt. Set aside.Lightly flour the countertop and roll one disc into a circle about 1/4 inch thick; fit the dough into the pie plate and trim the edge of the dough leaving a 1-inch overhang (for crimping after you create the lattice). Roll out the second disc into the same sized circle, then cut the circle into 1-inch strips.Pour the sugar mixture over the blueberries and stir to coat evenly, then pour the blueberries into the pie plate. Dot the top of the blueberries with butter. Weave the strips into a lattice top, then trim the edges of the strips and fold the strips and bottom crust edge under. Then, press the edge of the crust with a fork to seal. Brush the top of the pastry with the egg wash.Place a sheet of tin foil on the rack below your baking rack to catch any juices that bubble out while baking. Place a foil shield over the pie (see Chef’s Notes) and bake the pie for 30 minutes. Then, reduce temperature to 350°F/176°C and bake until the crust is browned and juices are clearly bubbling through the lattice (about 25-30 minutes longer). Remove the pie shield for the last 10 minutes of baking.Chef’s Notes: To prevent the edge of the crust from over browning, use a foil shield (or pie guard if you have one). To make a foil shield, fold a 12-inch foil square into quarters. With scissors, cut out the center and round off edges to leave a 2-inch-wide ring. Unfold the ring and place over your pie. Remove the foil ring for the final 10 minutes of baking time.",kitchenaid
Lemon Mousse,Uses KitchenAid® High Performance Series Blender.,"Ingredients  1½ cups heavy cream  ¼ teaspoon Kosher salt  2 tablespoons unsalted butter, cubed  3 tablespoons cornstarch  ⅔ cup sugar  ½ cup fresh lemon juice  3 large egg yolks  1 cup whole milk","Step by stepIn order, combine milk, egg yolks, lemon juice, sugar, cornstarch, butter and salt in the blender jar. Secure lid and turn dial to Speed 1. Slowly increase speed to Max. Blend until completely smooth, about 30 seconds.Fill medium bowl with ice cubes and water; have small heatproof bowl ready. Transfer milk mixture to small saucepan, place over medium heat and whisk continuously until thickened to pudding consistency, 4-5 minutes. Transfer curd to small bowl and nest bowl in ice bath. Cover mixture with plastic wrap, pressing it directly onto surface. Set aside until very cold, about 30 minutes.Rinse and dry blender jar and return to blender base. Add cream to blender jar. Secure lid and turn dial to Speed 1. Slowly increase speed to medium (Speed 5 or 6). Blend until cream is whipped and voluminous, 10-20 seconds.Add lemon curd to whipped cream in blender jar and stir with the tamper to break up thick curd slightly. Pulse 4-6 times on low until curd and cream are evenly blended. Do not overblend or mousse will be too thin.Divide evenly among 6-8 small serving bowls or custard cups. Serve right away, or cover and chill in refrigerator for about 2 hours before serving. Mousse will keep for up to 1 day.VARIATION: Ginger: Add 1 teaspoon grated, peeled fresh ginger to blender with egg yolks. Proceed as directed.VARIATION: Lavender: Add ½ teaspoon dried edible lavender blossoms to blender with egg yolks. Proceed as directedVARIATION: Basil: Add 1 teaspoon chopped fresh basil to blender with cream. Proceed as directed.",kitchenaid
Mexican Hot Chocolate Cookies,"Authentic Mexican chocolate caliente is a comforting hot chocolate made with warm spices and an added kick from cayenne pepper that dates back to the Aztecs. Today, it is traditionally prepared with tablets of chocolate de mesa or “table chocolate, ”containing cocoa paste, sugar, and cinnamon that gives it a distinctive and rich flavor. To maintain the authentic flavor of the hot chocolate, we grate a tablet into the dough and add warm spices. The result is a light and fluffy cookie that captures the essence of this unique drink. These cookies are perfect for the next snow day (or any day really). For a decadent treat, serve alongside a steaming cup of chocolate caliente. Uses KitchenAid® Hand Mixer.","Ingredients  2 teaspoons ground cinnamon (for rolling)  1/2 cup granulated sugar (for rolling)  2/3 cup Nestle Abuelita Authentic Mexican Hot Chocolate Drink Tablet, grated  1 cup milk chocolate chips, or milk chocolate cut into 1/2” pieces  1 teaspoon pure vanilla extract  2 large eggs, room temperature  1/3 cup dark brown sugar, packed  1/3 cup granulated sugar  1 cup unsalted butter, room temperature  1/4 teaspoon black pepper  1/2 teaspoon nutmeg, freshly grated  1/2 teaspoon cayenne pepper  1/2 teaspoon fine sea salt  1/2 teaspoon baking powder  1 teaspoon baking soda  2 teaspoons cream of tartar  1/2 cup Dutch-process cocoa powder, unsweetened  2 1/2 cups all purpose flour","Step by stepSpecial Equipment: 3 rimmed baking sheets; parchment paper; spatula; knife; cutting board; box grater; one-Tablespoon cookie scoop; wire baking rack Preheat the oven to 375ºF/190ºC/gas 5. Line three rimmed baking sheets with parchment paper. Make the cookies. In a medium mixing bowl add 2 1/2 cups flour, 1/2 cup cocoa powder, 2 tsp cream of tartar, 1 tsp baking soda, 1/2 tsp baking powder, 1/2 tsp salt, 1/2 tsp cayenne pepper, 1/2 tsp nutmeg, and 1/4 tsp black pepper. Fit the KitchenAid® 7-Speed Hand Mixer with the turbo beater attachments. Place the beaters into the bowl and turn to speed 2. Mix until just combined. Turn the mixer off and set the bowl aside.In a large mixing bowl add 1 cup butter, 1/3 cup granulated sugar, and 1/3 cup brown sugar. Place the beaters into the bowl. Turn the mixer to speed  2 then after 20 seconds increase to speed 5, beating until pale and fluffy, 3-4 minutes. Reduce the speed to 3 and while mixing, add 1 tsp vanilla extract, and 2 eggs one at a time, beating until fully incorporated, about 1 minute. Stop the mixer to scrape down the bowl and beaters with a spatula as needed.Place the beaters back in the bowl. Turn the mixer to speed 3 and slowly add the flour mixture to the bowl in 3 additions, followed by 1 cup milk chocolate chips and 2/3 cup grated Mexican chocolate, mixing until just combined. Turn the mixer off, and scrape the dough off of the beaters. Finish mixing the dough by hand using a spatula to make sure everything is incorporated.In a shallow dish add 1/2 cup granulated sugar and 2 tsp cinnamon. Mix to combine.Form the cookies.  With a cookie scoop or spoon, scoop a rounded tablespoon amount of dough. Roll each portion into a 1” ball, and then gently roll the ball in the cinnamon-sugar mixture. Space the cookies 2 inches apart on the prepared baking sheets. Place in the oven and bake the cookies until the edges start to set and the tops of the cookies are puffed and cracked, 10-11 minutes, rotating the pans halfway through baking.Let the cookies cool for 5 minutes on the baking sheets before transferring to a wire rack to cool completely. Chef’s Notes: Want less kick? Simply reduce the amount of cayenne in the dough. Spice lovers, add a pinch of cayenne to the cinnamon sugar mixture when rolling the cookies.  - For the “Mexican chocolate” use Nestle Abuelita Authentic Mexican Hot Chocolate Drink Tablets. It can be found at Mexican grocery stores, or at some large supermarkets. Cookies will keep in an airtight container at room temperature for 1 week.After the cookie dough is rolled in the sugar mixture, they can be packed between sheets of waxed paper, placed in a freezer-tight container, and frozen for up to a month. Then, you can simply bake the cookies straight from the freezer - just be sure to add a minute or two of baking time.",kitchenaid
Pure Power Blender Peanut Butter,Uses KitchenAid® Pure Power Blender,"Ingredients 2 cups dry roasted, 2 cups salted peanuts, 1 tablespoon neutral oil","Step by stepAdd peanuts and oil to Pure Power Blender. Turn to glide the Precision Speed Control Knob
between Speeds 1 and 2 and blend, stopping blender to scrape and move peanuts back toward
blender blades, repeating this as much as needed until peanuts are finely chopped and warm.At this point they will come together into a cohesive butter. Turn speed knob to Speed 5 and
continue blending for 1-2 minutes, for a smooth and creamy texture.Pro Tip: Add honey or maple syrup for sweetness. Using the steps above, almost any nut or seed can be
made into a butter. Try pecan, pistachio or hazelnut. Add ½ teaspoon of salt if using unsalted
nuts or seeds.",kitchenaid
